station_code,date,departures,arrivals,excess_arrivals
6035,2019-08-11,13,16,3
6036,2019-08-11,323,371,48
6037,2019-08-11,63,61,-2
6038,2019-08-11,60,67,7
6039,2019-08-11,47,57,10
6040,2019-08-11,42,42,0
6041,2019-08-11,30,29,-1
6042,2019-08-11,22,33,11
6043,2019-08-11,48,67,19
6044,2019-08-11,60,68,8
6046,2019-08-11,36,28,-8
6047,2019-08-11,37,19,-18
6048,2019-08-11,11,12,1
6049,2019-08-11,25,25,0
6050,2019-08-11,20,29,9
6051,2019-08-11,25,30,5
6052,2019-08-11,305,361,56
6053,2019-08-11,91,134,43
6057,2019-08-11,42,38,-4
6058,2019-08-11,34,32,-2
6059,2019-08-11,32,36,4
6060,2019-08-11,5,5,0
6061,2019-08-11,44,37,-7
6062,2019-08-11,42,35,-7
6063,2019-08-11,63,60,-3
6064,2019-08-11,95,86,-9
6065,2019-08-11,47,44,-3
6066,2019-08-11,55,36,-19
6067,2019-08-11,56,65,9
6068,2019-08-11,11,13,2
6070,2019-08-11,94,91,-3
6072,2019-08-11,37,21,-16
6073,2019-08-11,60,86,26
6075,2019-08-11,19,7,-12
6076,2019-08-11,21,23,2
6078,2019-08-11,37,34,-3
6079,2019-08-11,64,69,5
6080,2019-08-11,98,108,10
6081,2019-08-11,36,38,2
6082,2019-08-11,27,26,-1
6083,2019-08-11,57,58,1
6084,2019-08-11,51,51,0
6085,2019-08-11,47,74,27
6086,2019-08-11,83,98,15
6087,2019-08-11,105,133,28
6088,2019-08-11,57,65,8
6089,2019-08-11,28,26,-2
6090,2019-08-11,32,30,-2
6091,2019-08-11,58,52,-6
6092,2019-08-11,55,38,-17
6093,2019-08-11,26,17,-9
6094,2019-08-11,37,38,1
6095,2019-08-11,118,108,-10
6096,2019-08-11,20,29,9
6097,2019-08-11,71,41,-30
6098,2019-08-11,39,24,-15
6099,2019-08-11,92,107,15
6100,2019-08-11,134,138,4
6101,2019-08-11,38,10,-28
6102,2019-08-11,26,13,-13
6103,2019-08-11,19,26,7
6104,2019-08-11,53,58,5
6105,2019-08-11,17,45,28
6106,2019-08-11,39,46,7
6107,2019-08-11,76,74,-2
6108,2019-08-11,19,39,20
6109,2019-08-11,37,41,4
6110,2019-08-11,48,60,12
6111,2019-08-11,42,50,8
6112,2019-08-11,126,117,-9
6113,2019-08-11,68,65,-3
6114,2019-08-11,182,232,50
6115,2019-08-11,8,16,8
6116,2019-08-11,49,70,21
6117,2019-08-11,41,47,6
6118,2019-08-11,64,82,18
6119,2019-08-11,158,165,7
6120,2019-08-11,70,75,5
6121,2019-08-11,38,52,14
6122,2019-08-11,22,23,1
6123,2019-08-11,37,51,14
6124,2019-08-11,31,65,34
6125,2019-08-11,19,19,0
6126,2019-08-11,39,50,11
6127,2019-08-11,42,43,1
6128,2019-08-11,29,36,7
6129,2019-08-11,56,53,-3
6130,2019-08-11,32,31,-1
6131,2019-08-11,79,51,-28
6132,2019-08-11,37,55,18
6133,2019-08-11,76,80,4
6134,2019-08-11,51,46,-5
6136,2019-08-11,199,173,-26
6137,2019-08-11,94,99,5
6138,2019-08-11,46,57,11
6139,2019-08-11,41,44,3
6140,2019-08-11,106,114,8
6141,2019-08-11,47,58,11
6142,2019-08-11,129,92,-37
6143,2019-08-11,115,105,-10
6145,2019-08-11,79,68,-11
6146,2019-08-11,108,84,-24
6147,2019-08-11,67,52,-15
6148,2019-08-11,119,99,-20
6149,2019-08-11,24,24,0
6150,2019-08-11,54,53,-1
6151,2019-08-11,79,77,-2
6152,2019-08-11,128,118,-10
6153,2019-08-11,42,35,-7
6154,2019-08-11,164,155,-9
6155,2019-08-11,118,88,-30
6156,2019-08-11,53,59,6
6157,2019-08-11,145,141,-4
6158,2019-08-11,46,49,3
6159,2019-08-11,20,24,4
6160,2019-08-11,41,52,11
6161,2019-08-11,43,55,12
6162,2019-08-11,8,10,2
6163,2019-08-11,115,116,1
6164,2019-08-11,87,87,0
6165,2019-08-11,191,216,25
6166,2019-08-11,69,54,-15
6167,2019-08-11,56,48,-8
6168,2019-08-11,25,24,-1
6169,2019-08-11,163,118,-45
6170,2019-08-11,95,88,-7
6171,2019-08-11,23,42,19
6173,2019-08-11,93,76,-17
6174,2019-08-11,87,70,-17
6175,2019-08-11,84,54,-30
6176,2019-08-11,85,92,7
6177,2019-08-11,81,79,-2
6178,2019-08-11,125,122,-3
6179,2019-08-11,66,66,0
6180,2019-08-11,54,54,0
6181,2019-08-11,104,101,-3
6182,2019-08-11,62,62,0
6183,2019-08-11,101,80,-21
6184,2019-08-11,255,200,-55
6185,2019-08-11,28,29,1
6186,2019-08-11,74,72,-2
6187,2019-08-11,121,101,-20
6188,2019-08-11,36,28,-8
6189,2019-08-11,19,23,4
6190,2019-08-11,102,65,-37
6191,2019-08-11,53,51,-2
6192,2019-08-11,29,32,3
6193,2019-08-11,152,148,-4
6194,2019-08-11,144,133,-11
6195,2019-08-11,77,39,-38
6196,2019-08-11,106,94,-12
6197,2019-08-11,23,26,3
6198,2019-08-11,22,10,-12
6199,2019-08-11,55,63,8
6200,2019-08-11,134,124,-10
6201,2019-08-11,71,63,-8
6202,2019-08-11,84,56,-28
6203,2019-08-11,29,22,-7
6204,2019-08-11,102,94,-8
6205,2019-08-11,80,76,-4
6206,2019-08-11,114,117,3
6207,2019-08-11,47,37,-10
6208,2019-08-11,55,61,6
6209,2019-08-11,97,65,-32
6210,2019-08-11,32,22,-10
6211,2019-08-11,144,129,-15
6212,2019-08-11,83,72,-11
6213,2019-08-11,91,93,2
6214,2019-08-11,91,82,-9
6215,2019-08-11,45,44,-1
6216,2019-08-11,338,241,-97
6217,2019-08-11,66,54,-12
6218,2019-08-11,58,51,-7
6219,2019-08-11,57,51,-6
6220,2019-08-11,87,66,-21
6221,2019-08-11,204,172,-32
6222,2019-08-11,70,65,-5
6223,2019-08-11,145,94,-51
6224,2019-08-11,77,84,7
6225,2019-08-11,66,42,-24
6226,2019-08-11,10,13,3
6227,2019-08-11,102,99,-3
6228,2019-08-11,24,21,-3
6229,2019-08-11,60,49,-11
6230,2019-08-11,119,123,4
6231,2019-08-11,113,97,-16
6232,2019-08-11,27,29,2
6233,2019-08-11,96,96,0
6234,2019-08-11,64,63,-1
6235,2019-08-11,41,14,-27
6236,2019-08-11,61,59,-2
6237,2019-08-11,61,60,-1
6240,2019-08-11,19,21,2
6241,2019-08-11,39,39,0
6243,2019-08-11,78,85,7
6245,2019-08-11,42,36,-6
6246,2019-08-11,57,46,-11
6247,2019-08-11,103,84,-19
6248,2019-08-11,152,128,-24
6249,2019-08-11,82,75,-7
6250,2019-08-11,142,133,-9
6251,2019-08-11,23,25,2
6252,2019-08-11,40,43,3
6253,2019-08-11,51,41,-10
6254,2019-08-11,87,68,-19
6255,2019-08-11,98,93,-5
6257,2019-08-11,46,22,-24
6258,2019-08-11,87,69,-18
6259,2019-08-11,33,27,-6
6260,2019-08-11,45,49,4
6261,2019-08-11,40,35,-5
6262,2019-08-11,47,48,1
6263,2019-08-11,12,20,8
6265,2019-08-11,42,42,0
6267,2019-08-11,69,62,-7
6268,2019-08-11,63,54,-9
6270,2019-08-11,33,36,3
6271,2019-08-11,6,4,-2
6272,2019-08-11,26,30,4
6273,2019-08-11,32,37,5
6274,2019-08-11,37,40,3
6275,2019-08-11,36,33,-3
6276,2019-08-11,44,41,-3
6277,2019-08-11,66,56,-10
6278,2019-08-11,16,13,-3
6279,2019-08-11,21,17,-4
6280,2019-08-11,84,81,-3
6281,2019-08-11,37,22,-15
6301,2019-08-11,26,22,-4
6302,2019-08-11,17,11,-6
6303,2019-08-11,13,10,-3
6304,2019-08-11,18,10,-8
6305,2019-08-11,11,4,-7
6306,2019-08-11,31,15,-16
6307,2019-08-11,71,57,-14
6309,2019-08-11,19,24,5
6310,2019-08-11,38,28,-10
6311,2019-08-11,42,38,-4
6312,2019-08-11,27,34,7
6313,2019-08-11,46,51,5
6314,2019-08-11,57,61,4
6315,2019-08-11,66,31,-35
6316,2019-08-11,41,24,-17
6321,2019-08-11,141,117,-24
6322,2019-08-11,31,36,5
6323,2019-08-11,4,7,3
6324,2019-08-11,18,20,2
6327,2019-08-11,52,37,-15
6328,2019-08-11,47,50,3
6329,2019-08-11,20,20,0
6330,2019-08-11,29,20,-9
6331,2019-08-11,18,20,2
6332,2019-08-11,21,31,10
6333,2019-08-11,20,22,2
6334,2019-08-11,52,54,2
6335,2019-08-11,43,29,-14
6336,2019-08-11,29,22,-7
6338,2019-08-11,41,42,1
6339,2019-08-11,20,20,0
6340,2019-08-11,28,27,-1
6341,2019-08-11,37,40,3
6343,2019-08-11,25,31,6
6344,2019-08-11,66,61,-5
6345,2019-08-11,18,20,2
6346,2019-08-11,11,7,-4
6347,2019-08-11,21,26,5
6349,2019-08-11,38,40,2
6350,2019-08-11,34,35,1
6354,2019-08-11,35,33,-2
6355,2019-08-11,52,56,4
6356,2019-08-11,25,13,-12
6357,2019-08-11,23,20,-3
6358,2019-08-11,19,17,-2
6359,2019-08-11,79,84,5
6360,2019-08-11,28,32,4
6361,2019-08-11,46,46,0
6362,2019-08-11,34,35,1
6363,2019-08-11,27,20,-7
6364,2019-08-11,33,33,0
6366,2019-08-11,29,20,-9
6367,2019-08-11,16,9,-7
6368,2019-08-11,72,63,-9
6369,2019-08-11,23,25,2
6370,2019-08-11,30,37,7
6371,2019-08-11,62,57,-5
6372,2019-08-11,77,96,19
6373,2019-08-11,43,31,-12
6374,2019-08-11,29,36,7
6375,2019-08-11,68,79,11
6376,2019-08-11,20,25,5
6377,2019-08-11,30,37,7
6379,2019-08-11,31,33,2
6380,2019-08-11,17,19,2
6381,2019-08-11,43,50,7
6383,2019-08-11,32,28,-4
6384,2019-08-11,19,11,-8
6385,2019-08-11,44,44,0
6386,2019-08-11,69,73,4
6387,2019-08-11,60,61,1
6388,2019-08-11,23,22,-1
6389,2019-08-11,46,40,-6
6391,2019-08-11,79,102,23
6393,2019-08-11,63,65,2
6394,2019-08-11,120,149,29
6395,2019-08-11,61,72,11
6396,2019-08-11,75,85,10
6397,2019-08-11,45,78,33
6398,2019-08-11,32,43,11
6401,2019-08-11,49,58,9
6402,2019-08-11,45,68,23
6403,2019-08-11,25,23,-2
6404,2019-08-11,25,25,0
6405,2019-08-11,68,74,6
6406,2019-08-11,286,378,92
6407,2019-08-11,21,30,9
6408,2019-08-11,23,29,6
6409,2019-08-11,22,17,-5
6410,2019-08-11,24,23,-1
6411,2019-08-11,113,93,-20
6412,2019-08-11,14,13,-1
6413,2019-08-11,20,19,-1
6414,2019-08-11,25,27,2
6415,2019-08-11,14,23,9
6416,2019-08-11,15,9,-6
6417,2019-08-11,34,27,-7
6418,2019-08-11,9,12,3
6419,2019-08-11,11,15,4
6420,2019-08-11,49,32,-17
6421,2019-08-11,44,37,-7
6422,2019-08-11,20,22,2
6423,2019-08-11,17,11,-6
6424,2019-08-11,22,23,1
6425,2019-08-11,70,74,4
6426,2019-08-11,46,54,8
6427,2019-08-11,53,70,17
6428,2019-08-11,16,22,6
6429,2019-08-11,33,31,-2
6432,2019-08-11,57,47,-10
6433,2019-08-11,22,26,4
6434,2019-08-11,47,42,-5
6435,2019-08-11,42,40,-2
6436,2019-08-11,33,30,-3
6501,2019-08-11,260,294,34
6502,2019-08-11,34,41,7
6503,2019-08-11,57,53,-4
6504,2019-08-11,41,48,7
6700,2019-08-11,44,50,6
6701,2019-08-11,53,41,-12
6702,2019-08-11,13,22,9
6703,2019-08-11,98,98,0
6704,2019-08-11,27,20,-7
6705,2019-08-11,17,21,4
6706,2019-08-11,16,14,-2
6707,2019-08-11,16,10,-6
6708,2019-08-11,48,45,-3
6709,2019-08-11,31,31,0
6710,2019-08-11,18,16,-2
6711,2019-08-11,18,19,1
6712,2019-08-11,38,36,-2
6713,2019-08-11,16,17,1
6714,2019-08-11,17,16,-1
6715,2019-08-11,41,40,-1
6716,2019-08-11,12,12,0
6717,2019-08-11,8,10,2
6718,2019-08-11,21,21,0
6719,2019-08-11,21,18,-3
6720,2019-08-11,33,33,0
6722,2019-08-11,17,15,-2
6723,2019-08-11,14,17,3
6724,2019-08-11,80,98,18
6725,2019-08-11,20,23,3
6726,2019-08-11,11,13,2
6727,2019-08-11,52,66,14
6728,2019-08-11,18,18,0
6729,2019-08-11,129,138,9
6730,2019-08-11,13,13,0
6731,2019-08-11,26,15,-11
6732,2019-08-11,20,27,7
6733,2019-08-11,34,39,5
6734,2019-08-11,34,37,3
6735,2019-08-11,8,10,2
6736,2019-08-11,14,12,-2
6737,2019-08-11,23,20,-3
6738,2019-08-11,18,18,0
6739,2019-08-11,5,11,6
6741,2019-08-11,13,9,-4
6742,2019-08-11,67,68,1
6743,2019-08-11,20,15,-5
6744,2019-08-11,27,22,-5
6745,2019-08-11,31,26,-5
6746,2019-08-11,10,9,-1
6747,2019-08-11,24,22,-2
6748,2019-08-11,60,78,18
6749,2019-08-11,44,43,-1
6750,2019-08-11,45,50,5
6752,2019-08-11,9,9,0
6753,2019-08-11,10,6,-4
6754,2019-08-11,15,19,4
6901,2019-08-11,53,51,-2
6902,2019-08-11,62,76,14
6903,2019-08-11,88,88,0
6904,2019-08-11,21,18,-3
6905,2019-08-11,28,35,7
6906,2019-08-11,135,76,-59
6907,2019-08-11,110,89,-21
6908,2019-08-11,49,49,0
6910,2019-08-11,117,95,-22
6912,2019-08-11,111,81,-30
6913,2019-08-11,38,46,8
6915,2019-08-11,85,82,-3
6916,2019-08-11,38,32,-6
6917,2019-08-11,13,10,-3
6918,2019-08-11,27,23,-4
6919,2019-08-11,17,19,2
6921,2019-08-11,41,44,3
6923,2019-08-11,24,19,-5
6924,2019-08-11,20,24,4
6925,2019-08-11,14,24,10
6926,2019-08-11,43,41,-2
6927,2019-08-11,35,31,-4
6928,2019-08-11,9,3,-6
6929,2019-08-11,27,26,-1
6930,2019-08-11,20,17,-3
7001,2019-08-11,43,49,6
7002,2019-08-11,12,17,5
7003,2019-08-11,84,68,-16
7004,2019-08-11,14,23,9
7005,2019-08-11,9,6,-3
7006,2019-08-11,17,20,3
7007,2019-08-11,14,14,0
7008,2019-08-11,13,20,7
7009,2019-08-11,77,85,8
7010,2019-08-11,20,17,-3
7011,2019-08-11,108,100,-8
7012,2019-08-11,37,43,6
7013,2019-08-11,22,24,2
7014,2019-08-11,49,31,-18
7015,2019-08-11,65,65,0
7016,2019-08-11,6,11,5
7017,2019-08-11,41,48,7
7018,2019-08-11,82,104,22
7019,2019-08-11,11,11,0
7020,2019-08-11,23,24,1
7021,2019-08-11,37,28,-9
7022,2019-08-11,31,24,-7
7023,2019-08-11,8,4,-4
7024,2019-08-11,41,26,-15
7025,2019-08-11,24,14,-10
7026,2019-08-11,38,39,1
7027,2019-08-11,41,48,7
7028,2019-08-11,27,28,1
7029,2019-08-11,42,43,1
7030,2019-08-11,60,39,-21
7031,2019-08-11,51,45,-6
7032,2019-08-11,96,50,-46
7033,2019-08-11,42,33,-9
7034,2019-08-11,61,119,58
7035,2019-08-11,32,37,5
7036,2019-08-11,60,55,-5
7037,2019-08-11,38,41,3
7038,2019-08-11,57,56,-1
7039,2019-08-11,33,38,5
7040,2019-08-11,34,36,2
7041,2019-08-11,62,59,-3
7042,2019-08-11,27,31,4
7043,2019-08-11,26,16,-10
7044,2019-08-11,7,6,-1
7045,2019-08-11,100,114,14
7046,2019-08-11,36,46,10
7047,2019-08-11,123,161,38
7048,2019-08-11,22,28,6
7049,2019-08-11,9,10,1
7050,2019-08-11,23,28,5
7051,2019-08-11,9,14,5
7052,2019-08-11,22,27,5
7053,2019-08-11,58,60,2
7054,2019-08-11,79,71,-8
7055,2019-08-11,26,35,9
7056,2019-08-11,22,21,-1
7057,2019-08-11,48,52,4
7058,2019-08-11,25,31,6
7059,2019-08-11,23,29,6
7060,2019-08-11,28,28,0
7061,2019-08-11,26,19,-7
7062,2019-08-11,29,31,2
7063,2019-08-11,25,20,-5
7064,2019-08-11,9,15,6
7065,2019-08-11,24,30,6
7066,2019-08-11,78,127,49
7067,2019-08-11,35,43,8
7068,2019-08-11,99,105,6
7069,2019-08-11,78,116,38
7070,2019-08-11,27,39,12
7071,2019-08-11,56,41,-15
7072,2019-08-11,36,32,-4
7073,2019-08-11,68,57,-11
7074,2019-08-11,38,35,-3
7075,2019-08-11,7,9,2
7076,2019-08-11,45,42,-3
7077,2019-08-11,95,109,14
7078,2019-08-11,27,38,11
7079,2019-08-11,17,23,6
7080,2019-08-11,58,42,-16
7081,2019-08-11,86,82,-4
7082,2019-08-11,49,66,17
7083,2019-08-11,41,45,4
7084,2019-08-11,70,64,-6
7086,2019-08-11,2,3,1
7087,2019-08-11,4,3,-1
7088,2019-08-11,2,3,1
7090,2019-08-11,9,18,9
7091,2019-08-11,12,9,-3
7093,2019-08-11,6,10,4
7094,2019-08-11,3,2,-1
7095,2019-08-11,8,6,-2
7096,2019-08-11,10,16,6
7097,2019-08-11,7,8,1
7098,2019-08-11,3,3,0
7099,2019-08-11,6,10,4
7100,2019-08-11,6,3,-3
7102,2019-08-11,15,22,7
7103,2019-08-11,44,53,9
7104,2019-08-11,1,7,6
7105,2019-08-11,27,23,-4
7106,2019-08-11,16,21,5
7107,2019-08-11,23,24,1
7108,2019-08-11,28,33,5
7109,2019-08-11,9,7,-2
7110,2019-08-11,29,28,-1
7111,2019-08-11,13,16,3
7112,2019-08-11,14,13,-1
7113,2019-08-11,33,40,7
7114,2019-08-11,110,144,34
7115,2019-08-11,15,11,-4
7116,2019-08-11,13,14,1
7117,2019-08-11,2,3,1
7118,2019-08-11,3,3,0
7119,2019-08-11,20,19,-1
7120,2019-08-11,10,10,0
7121,2019-08-11,6,8,2
7123,2019-08-11,2,3,1
7124,2019-08-11,14,13,-1
7125,2019-08-11,42,36,-6
7126,2019-08-11,7,7,0
7127,2019-08-11,22,20,-2
7128,2019-08-11,11,4,-7
7129,2019-08-11,4,9,5
7130,2019-08-11,7,8,1
7131,2019-08-11,6,4,-2
7132,2019-08-11,6,10,4
7133,2019-08-11,13,16,3
7134,2019-08-11,2,4,2
7135,2019-08-11,4,9,5
7136,2019-08-11,2,0,-2
7137,2019-08-11,8,7,-1
7138,2019-08-11,8,5,-3
7139,2019-08-11,93,86,-7
7140,2019-08-11,19,19,0
7141,2019-08-11,30,17,-13
7142,2019-08-11,5,12,7
7143,2019-08-11,33,32,-1
7144,2019-08-11,56,58,2
7145,2019-08-11,16,22,6
7146,2019-08-11,12,23,11
7147,2019-08-11,36,38,2
7148,2019-08-11,16,18,2
7149,2019-08-11,20,20,0
10002,2019-08-11,109,109,0
4000,2019-08-12,45,60,15
4001,2019-08-12,11,13,2
4002,2019-08-12,11,18,7
5002,2019-08-12,3,3,0
5003,2019-08-12,1,2,1
5004,2019-08-12,6,3,-3
5005,2019-08-12,2,2,0
5006,2019-08-12,6,4,-2
5007,2019-08-12,6,21,15
6001,2019-08-12,64,79,15
6002,2019-08-12,46,60,14
6003,2019-08-12,44,62,18
6004,2019-08-12,30,58,28
6005,2019-08-12,77,92,15
6006,2019-08-12,26,17,-9
6007,2019-08-12,40,39,-1
6008,2019-08-12,33,52,19
6009,2019-08-12,56,58,2
6011,2019-08-12,58,71,13
6012,2019-08-12,113,168,55
6013,2019-08-12,54,76,22
6014,2019-08-12,54,77,23
6015,2019-08-12,96,157,61
6016,2019-08-12,11,13,2
6017,2019-08-12,42,55,13
6018,2019-08-12,59,70,11
6019,2019-08-12,126,82,-44
6020,2019-08-12,19,23,4
6021,2019-08-12,62,44,-18
6022,2019-08-12,52,57,5
6023,2019-08-12,112,186,74
6024,2019-08-12,2,4,2
6025,2019-08-12,36,35,-1
6026,2019-08-12,195,260,65
6027,2019-08-12,117,109,-8
6029,2019-08-12,24,28,4
6031,2019-08-12,27,39,12
6032,2019-08-12,57,129,72
6033,2019-08-12,13,13,0
6034,2019-08-12,30,28,-2
6035,2019-08-12,20,37,17
6036,2019-08-12,170,207,37
6037,2019-08-12,44,56,12
6038,2019-08-12,85,93,8
6039,2019-08-12,105,104,-1
6040,2019-08-12,71,67,-4
6041,2019-08-12,54,70,16
6042,2019-08-12,78,73,-5
6043,2019-08-12,167,266,99
6044,2019-08-12,83,77,-6
6046,2019-08-12,109,115,6
6047,2019-08-12,64,41,-23
6048,2019-08-12,46,44,-2
6049,2019-08-12,73,91,18
6050,2019-08-12,42,47,5
6051,2019-08-12,30,29,-1
6052,2019-08-12,192,226,34
6053,2019-08-12,147,151,4
6057,2019-08-12,80,78,-2
6058,2019-08-12,56,57,1
6059,2019-08-12,101,46,-55
6060,2019-08-12,33,15,-18
6061,2019-08-12,65,59,-6
6062,2019-08-12,58,45,-13
6063,2019-08-12,87,67,-20
6064,2019-08-12,143,111,-32
6065,2019-08-12,71,42,-29
6066,2019-08-12,48,28,-20
6067,2019-08-12,86,69,-17
6068,2019-08-12,14,12,-2
6070,2019-08-12,181,156,-25
6072,2019-08-12,60,65,5
6073,2019-08-12,156,115,-41
6075,2019-08-12,38,26,-12
6076,2019-08-12,20,35,15
6078,2019-08-12,57,57,0
6079,2019-08-12,80,72,-8
6080,2019-08-12,121,111,-10
6081,2019-08-12,69,50,-19
6082,2019-08-12,13,14,1
6083,2019-08-12,117,120,3
6084,2019-08-12,35,61,26
6085,2019-08-12,64,108,44
6086,2019-08-12,53,71,18
6087,2019-08-12,87,130,43
6088,2019-08-12,64,67,3
6089,2019-08-12,38,46,8
6090,2019-08-12,50,44,-6
6091,2019-08-12,50,44,-6
6092,2019-08-12,61,58,-3
6093,2019-08-12,61,55,-6
6094,2019-08-12,36,27,-9
6095,2019-08-12,126,122,-4
6096,2019-08-12,45,45,0
6097,2019-08-12,76,45,-31
6098,2019-08-12,55,25,-30
6099,2019-08-12,86,139,53
6100,2019-08-12,247,215,-32
6101,2019-08-12,42,9,-33
6102,2019-08-12,40,36,-4
6103,2019-08-12,14,27,13
6104,2019-08-12,67,67,0
6105,2019-08-12,38,57,19
6106,2019-08-12,29,31,2
6107,2019-08-12,99,81,-18
6108,2019-08-12,24,36,12
6109,2019-08-12,32,32,0
6110,2019-08-12,27,32,5
6111,2019-08-12,34,41,7
6112,2019-08-12,91,109,18
6113,2019-08-12,47,37,-10
6114,2019-08-12,125,169,44
6115,2019-08-12,8,21,13
6116,2019-08-12,59,59,0
6117,2019-08-12,58,53,-5
6118,2019-08-12,56,80,24
6119,2019-08-12,73,88,15
6120,2019-08-12,59,94,35
6121,2019-08-12,15,29,14
6122,2019-08-12,20,22,2
6123,2019-08-12,33,33,0
6124,2019-08-12,29,54,25
6125,2019-08-12,21,21,0
6126,2019-08-12,42,56,14
6127,2019-08-12,45,36,-9
6128,2019-08-12,24,34,10
6129,2019-08-12,67,62,-5
6130,2019-08-12,32,27,-5
6131,2019-08-12,71,41,-30
6132,2019-08-12,49,64,15
6133,2019-08-12,54,58,4
6134,2019-08-12,52,50,-2
6136,2019-08-12,247,194,-53
6137,2019-08-12,89,92,3
6138,2019-08-12,41,50,9
6139,2019-08-12,38,45,7
6140,2019-08-12,88,92,4
6141,2019-08-12,54,48,-6
6142,2019-08-12,91,72,-19
6143,2019-08-12,93,98,5
6145,2019-08-12,65,63,-2
6146,2019-08-12,37,29,-8
6147,2019-08-12,89,51,-38
6148,2019-08-12,119,74,-45
6149,2019-08-12,42,31,-11
6150,2019-08-12,63,66,3
6151,2019-08-12,87,91,4
6152,2019-08-12,111,115,4
6153,2019-08-12,55,58,3
6154,2019-08-12,146,147,1
6155,2019-08-12,109,113,4
6156,2019-08-12,68,63,-5
6157,2019-08-12,94,71,-23
6158,2019-08-12,46,53,7
6159,2019-08-12,36,36,0
6160,2019-08-12,36,33,-3
6161,2019-08-12,40,36,-4
6162,2019-08-12,16,11,-5
6163,2019-08-12,97,106,9
6164,2019-08-12,57,67,10
6165,2019-08-12,114,147,33
6166,2019-08-12,52,52,0
6167,2019-08-12,40,40,0
6168,2019-08-12,58,40,-18
6169,2019-08-12,132,124,-8
6170,2019-08-12,61,53,-8
6171,2019-08-12,20,27,7
6173,2019-08-12,91,67,-24
6174,2019-08-12,85,60,-25
6175,2019-08-12,94,59,-35
6176,2019-08-12,100,98,-2
6177,2019-08-12,67,59,-8
6178,2019-08-12,108,109,1
6179,2019-08-12,71,72,1
6180,2019-08-12,55,61,6
6181,2019-08-12,117,84,-33
6182,2019-08-12,50,34,-16
6183,2019-08-12,68,59,-9
6184,2019-08-12,222,182,-40
6185,2019-08-12,22,25,3
6186,2019-08-12,76,63,-13
6187,2019-08-12,100,100,0
6188,2019-08-12,44,46,2
6189,2019-08-12,23,22,-1
6190,2019-08-12,101,64,-37
6191,2019-08-12,51,47,-4
6192,2019-08-12,43,36,-7
6193,2019-08-12,108,114,6
6194,2019-08-12,37,23,-14
6195,2019-08-12,77,43,-34
6196,2019-08-12,107,88,-19
6197,2019-08-12,64,65,1
6198,2019-08-12,26,14,-12
6199,2019-08-12,110,89,-21
6200,2019-08-12,75,67,-8
6201,2019-08-12,62,51,-11
6202,2019-08-12,100,73,-27
6203,2019-08-12,40,22,-18
6204,2019-08-12,80,77,-3
6205,2019-08-12,85,67,-18
6206,2019-08-12,139,136,-3
6207,2019-08-12,50,49,-1
6208,2019-08-12,52,47,-5
6209,2019-08-12,101,55,-46
6210,2019-08-12,34,31,-3
6211,2019-08-12,146,134,-12
6212,2019-08-12,72,41,-31
6213,2019-08-12,112,97,-15
6214,2019-08-12,73,49,-24
6215,2019-08-12,67,48,-19
6216,2019-08-12,158,82,-76
6217,2019-08-12,69,50,-19
6218,2019-08-12,53,51,-2
6219,2019-08-12,64,59,-5
6220,2019-08-12,101,90,-11
6221,2019-08-12,185,141,-44
6222,2019-08-12,69,51,-18
6223,2019-08-12,87,58,-29
6224,2019-08-12,67,49,-18
6225,2019-08-12,55,32,-23
6226,2019-08-12,23,23,0
6227,2019-08-12,112,115,3
6228,2019-08-12,23,19,-4
6229,2019-08-12,56,49,-7
6230,2019-08-12,74,60,-14
6231,2019-08-12,89,87,-2
6232,2019-08-12,46,32,-14
6233,2019-08-12,129,113,-16
6234,2019-08-12,46,41,-5
6235,2019-08-12,62,63,1
6236,2019-08-12,43,60,17
6237,2019-08-12,50,49,-1
6240,2019-08-12,27,26,-1
6241,2019-08-12,34,30,-4
6243,2019-08-12,50,48,-2
6245,2019-08-12,36,38,2
6246,2019-08-12,61,53,-8
6247,2019-08-12,110,89,-21
6248,2019-08-12,130,110,-20
6249,2019-08-12,76,58,-18
6250,2019-08-12,89,76,-13
6251,2019-08-12,22,19,-3
6252,2019-08-12,41,36,-5
6253,2019-08-12,56,44,-12
6254,2019-08-12,63,74,11
6255,2019-08-12,79,74,-5
6257,2019-08-12,49,43,-6
6258,2019-08-12,81,60,-21
6259,2019-08-12,35,27,-8
6260,2019-08-12,52,43,-9
6261,2019-08-12,46,51,5
6262,2019-08-12,45,44,-1
6263,2019-08-12,13,21,8
6265,2019-08-12,45,38,-7
6267,2019-08-12,43,37,-6
6268,2019-08-12,55,58,3
6270,2019-08-12,27,26,-1
6271,2019-08-12,2,0,-2
6272,2019-08-12,22,22,0
6273,2019-08-12,30,32,2
6274,2019-08-12,32,35,3
6275,2019-08-12,33,28,-5
6276,2019-08-12,30,35,5
6277,2019-08-12,61,58,-3
6278,2019-08-12,15,18,3
6279,2019-08-12,13,13,0
6280,2019-08-12,94,93,-1
6281,2019-08-12,29,22,-7
6301,2019-08-12,21,19,-2
6302,2019-08-12,17,11,-6
6303,2019-08-12,20,8,-12
6304,2019-08-12,14,11,-3
6305,2019-08-12,9,8,-1
6306,2019-08-12,39,20,-19
6307,2019-08-12,53,55,2
6309,2019-08-12,25,16,-9
6310,2019-08-12,79,34,-45
6311,2019-08-12,40,33,-7
6312,2019-08-12,23,35,12
