station_code,date,departures,arrivals,excess_arrivals
6364,2019-04-15,13,9,-4
6366,2019-04-15,5,3,-2
6367,2019-04-15,4,12,8
6368,2019-04-15,15,11,-4
6369,2019-04-15,18,13,-5
6370,2019-04-15,8,7,-1
6371,2019-04-15,8,15,7
6372,2019-04-15,14,18,4
6373,2019-04-15,11,7,-4
6374,2019-04-15,8,13,5
6375,2019-04-15,16,19,3
6376,2019-04-15,5,4,-1
6377,2019-04-15,7,13,6
6379,2019-04-15,5,5,0
6380,2019-04-15,6,4,-2
6383,2019-04-15,2,5,3
6384,2019-04-15,10,9,-1
6385,2019-04-15,11,11,0
6386,2019-04-15,19,20,1
6387,2019-04-15,19,19,0
6388,2019-04-15,6,4,-2
6389,2019-04-15,20,12,-8
6391,2019-04-15,11,20,9
6393,2019-04-15,14,20,6
6394,2019-04-15,9,16,7
6396,2019-04-15,22,21,-1
6397,2019-04-15,6,26,20
6401,2019-04-15,16,18,2
6402,2019-04-15,11,10,-1
6403,2019-04-15,9,8,-1
6404,2019-04-15,1,7,6
6405,2019-04-15,12,13,1
6406,2019-04-15,12,17,5
6407,2019-04-15,2,7,5
6409,2019-04-15,3,7,4
6410,2019-04-15,14,12,-2
6411,2019-04-15,23,21,-2
6412,2019-04-15,7,10,3
6413,2019-04-15,6,6,0
6414,2019-04-15,3,10,7
6415,2019-04-15,4,5,1
6416,2019-04-15,1,4,3
6419,2019-04-15,1,3,2
6420,2019-04-15,8,3,-5
6421,2019-04-15,7,12,5
6422,2019-04-15,2,5,3
6423,2019-04-15,6,3,-3
6424,2019-04-15,1,3,2
6425,2019-04-15,5,4,-1
6426,2019-04-15,16,17,1
6427,2019-04-15,16,10,-6
6428,2019-04-15,4,7,3
6429,2019-04-15,5,7,2
6432,2019-04-15,15,13,-2
6433,2019-04-15,11,9,-2
6434,2019-04-15,23,17,-6
6435,2019-04-15,13,9,-4
6436,2019-04-15,3,5,2
6503,2019-04-15,11,12,1
6700,2019-04-15,5,9,4
6701,2019-04-15,13,8,-5
6702,2019-04-15,9,8,-1
6704,2019-04-15,8,5,-3
6705,2019-04-15,2,3,1
6706,2019-04-15,7,7,0
6707,2019-04-15,9,9,0
6708,2019-04-15,11,19,8
6709,2019-04-15,6,6,0
6710,2019-04-15,2,4,2
6711,2019-04-15,6,8,2
6712,2019-04-15,1,3,2
6713,2019-04-15,3,2,-1
6715,2019-04-15,4,10,6
6716,2019-04-15,1,2,1
6717,2019-04-15,6,4,-2
6719,2019-04-15,5,6,1
6720,2019-04-15,3,2,-1
6721,2019-04-15,4,2,-2
6722,2019-04-15,3,6,3
6723,2019-04-15,3,2,-1
6724,2019-04-15,10,11,1
6725,2019-04-15,9,9,0
6727,2019-04-15,19,18,-1
6728,2019-04-15,2,3,1
6729,2019-04-15,30,31,1
6730,2019-04-15,1,0,-1
6732,2019-04-15,4,7,3
6733,2019-04-15,6,6,0
6737,2019-04-15,8,6,-2
6738,2019-04-15,32,18,-14
6739,2019-04-15,2,1,-1
6741,2019-04-15,2,5,3
6742,2019-04-15,15,14,-1
6743,2019-04-15,9,8,-1
6744,2019-04-15,7,8,1
6745,2019-04-15,3,5,2
6746,2019-04-15,1,4,3
6747,2019-04-15,14,12,-2
6748,2019-04-15,15,28,13
6749,2019-04-15,14,14,0
6753,2019-04-15,4,3,-1
6754,2019-04-15,1,6,5
6901,2019-04-15,10,10,0
6902,2019-04-15,21,27,6
6903,2019-04-15,31,36,5
6904,2019-04-15,8,12,4
6905,2019-04-15,8,11,3
6906,2019-04-15,52,26,-26
6908,2019-04-15,16,11,-5
6910,2019-04-15,21,18,-3
6912,2019-04-15,31,36,5
6913,2019-04-15,12,10,-2
6915,2019-04-15,15,15,0
6916,2019-04-15,8,11,3
6917,2019-04-15,3,6,3
6918,2019-04-15,7,6,-1
6919,2019-04-15,7,5,-2
6921,2019-04-15,22,21,-1
6923,2019-04-15,18,12,-6
6924,2019-04-15,4,7,3
6925,2019-04-15,10,12,2
6926,2019-04-15,13,10,-3
6927,2019-04-15,16,14,-2
6928,2019-04-15,14,6,-8
6929,2019-04-15,9,8,-1
6930,2019-04-15,3,4,1
7001,2019-04-15,7,4,-3
7002,2019-04-15,3,7,4
7003,2019-04-15,23,15,-8
7004,2019-04-15,8,5,-3
7005,2019-04-15,1,3,2
7006,2019-04-15,5,4,-1
7007,2019-04-15,6,6,0
7008,2019-04-15,3,5,2
7009,2019-04-15,18,18,0
7011,2019-04-15,9,9,0
7012,2019-04-15,7,8,1
7013,2019-04-15,6,7,1
7014,2019-04-15,20,11,-9
7015,2019-04-15,1,1,0
7016,2019-04-15,1,4,3
7017,2019-04-15,8,5,-3
7018,2019-04-15,5,9,4
7019,2019-04-15,23,13,-10
7020,2019-04-15,5,3,-2
7021,2019-04-15,7,9,2
7022,2019-04-15,6,9,3
7023,2019-04-15,1,1,0
7024,2019-04-15,7,8,1
7025,2019-04-15,13,7,-6
7026,2019-04-15,38,36,-2
7027,2019-04-15,4,7,3
7028,2019-04-15,35,39,4
7029,2019-04-15,19,16,-3
7030,2019-04-15,10,12,2
7031,2019-04-15,12,20,8
7032,2019-04-15,50,39,-11
7033,2019-04-15,20,18,-2
7034,2019-04-15,3,7,4
7035,2019-04-15,16,13,-3
7036,2019-04-15,15,13,-2
7037,2019-04-15,15,17,2
7038,2019-04-15,23,24,1
7039,2019-04-15,9,9,0
7040,2019-04-15,16,14,-2
7041,2019-04-15,28,31,3
7042,2019-04-15,12,13,1
7043,2019-04-15,8,4,-4
7045,2019-04-15,5,10,5
7046,2019-04-15,40,47,7
7047,2019-04-15,20,45,25
7048,2019-04-15,1,2,1
7050,2019-04-15,4,6,2
7051,2019-04-15,2,2,0
7052,2019-04-15,11,9,-2
7053,2019-04-15,9,6,-3
7054,2019-04-15,7,4,-3
7055,2019-04-15,3,3,0
7056,2019-04-15,5,4,-1
7057,2019-04-15,5,6,1
7058,2019-04-15,9,11,2
7059,2019-04-15,5,10,5
7060,2019-04-15,10,9,-1
7061,2019-04-15,16,13,-3
7062,2019-04-15,10,12,2
7064,2019-04-15,7,6,-1
7065,2019-04-15,7,7,0
7066,2019-04-15,18,35,17
7067,2019-04-15,33,36,3
7068,2019-04-15,8,11,3
7069,2019-04-15,9,3,-6
7070,2019-04-15,7,9,2
7071,2019-04-15,13,7,-6
7072,2019-04-15,4,8,4
7073,2019-04-15,10,9,-1
7074,2019-04-15,10,6,-4
7076,2019-04-15,12,16,4
7077,2019-04-15,6,8,2
7078,2019-04-15,4,6,2
7079,2019-04-15,15,13,-2
7082,2019-04-15,16,19,3
7083,2019-04-15,9,6,-3
7084,2019-04-15,31,40,9
7090,2019-04-15,2,2,0
7093,2019-04-15,1,2,1
7095,2019-04-15,6,3,-3
7096,2019-04-15,5,2,-3
7097,2019-04-15,1,0,-1
7098,2019-04-15,2,2,0
7099,2019-04-15,2,2,0
7102,2019-04-15,3,2,-1
7106,2019-04-15,2,3,1
7108,2019-04-15,1,0,-1
7109,2019-04-15,5,2,-3
7110,2019-04-15,1,2,1
7113,2019-04-15,15,14,-1
7117,2019-04-15,1,1,0
7118,2019-04-15,2,1,-1
7119,2019-04-15,2,1,-1
7120,2019-04-15,2,2,0
7122,2019-04-15,1,1,0
7123,2019-04-15,2,3,1
7124,2019-04-15,2,3,1
7125,2019-04-15,2,2,0
7126,2019-04-15,1,1,0
7127,2019-04-15,12,8,-4
7128,2019-04-15,6,3,-3
7129,2019-04-15,1,1,0
7132,2019-04-15,1,1,0
7133,2019-04-15,2,2,0
7134,2019-04-15,2,2,0
7135,2019-04-15,2,1,-1
7137,2019-04-15,2,1,-1
7138,2019-04-15,1,1,0
7139,2019-04-15,10,18,8
7140,2019-04-15,8,6,-2
7141,2019-04-15,6,7,1
7142,2019-04-15,2,3,1
7143,2019-04-15,3,4,1
7144,2019-04-15,7,8,1
7146,2019-04-15,7,5,-2
7147,2019-04-15,11,6,-5
7149,2019-04-15,2,2,0
10002,2019-04-15,34,42,8
4000,2019-04-16,22,32,10
4002,2019-04-16,38,40,2
5002,2019-04-16,1,0,-1
5003,2019-04-16,2,0,-2
5004,2019-04-16,1,2,1
5006,2019-04-16,3,3,0
5007,2019-04-16,7,11,4
6001,2019-04-16,29,40,11
6002,2019-04-16,11,16,5
6003,2019-04-16,35,37,2
6004,2019-04-16,13,17,4
6006,2019-04-16,19,17,-2
6007,2019-04-16,21,21,0
6008,2019-04-16,34,68,34
6009,2019-04-16,25,39,14
6011,2019-04-16,38,41,3
6012,2019-04-16,50,106,56
6013,2019-04-16,35,46,11
6014,2019-04-16,19,27,8
6015,2019-04-16,107,169,62
6016,2019-04-16,6,8,2
6017,2019-04-16,16,23,7
6018,2019-04-16,22,30,8
6019,2019-04-16,58,42,-16
6020,2019-04-16,40,65,25
6021,2019-04-16,55,28,-27
6022,2019-04-16,20,25,5
6023,2019-04-16,35,39,4
6025,2019-04-16,15,15,0
6026,2019-04-16,25,39,14
6027,2019-04-16,67,90,23
6029,2019-04-16,12,15,3
6031,2019-04-16,10,22,12
6032,2019-04-16,27,65,38
6033,2019-04-16,7,6,-1
6034,2019-04-16,26,46,20
6035,2019-04-16,9,10,1
6036,2019-04-16,26,49,23
6037,2019-04-16,24,35,11
6038,2019-04-16,39,42,3
6039,2019-04-16,37,45,8
6040,2019-04-16,15,25,10
6041,2019-04-16,30,25,-5
6042,2019-04-16,52,49,-3
6043,2019-04-16,66,134,68
6044,2019-04-16,35,26,-9
6046,2019-04-16,56,53,-3
6047,2019-04-16,40,29,-11
6048,2019-04-16,23,20,-3
6049,2019-04-16,72,70,-2
6051,2019-04-16,26,24,-2
6052,2019-04-16,50,62,12
6053,2019-04-16,62,87,25
6057,2019-04-16,41,39,-2
6058,2019-04-16,47,42,-5
6059,2019-04-16,43,34,-9
6060,2019-04-16,12,10,-2
6062,2019-04-16,26,20,-6
6063,2019-04-16,41,41,0
6064,2019-04-16,81,81,0
6065,2019-04-16,32,21,-11
6066,2019-04-16,23,5,-18
6067,2019-04-16,32,34,2
6070,2019-04-16,118,114,-4
6072,2019-04-16,49,47,-2
6073,2019-04-16,91,81,-10
6075,2019-04-16,29,13,-16
6076,2019-04-16,10,15,5
6079,2019-04-16,26,29,3
6080,2019-04-16,50,60,10
6081,2019-04-16,16,12,-4
6083,2019-04-16,58,53,-5
6084,2019-04-16,27,27,0
6085,2019-04-16,39,54,15
6087,2019-04-16,44,71,27
6088,2019-04-16,23,25,2
6089,2019-04-16,18,19,1
6090,2019-04-16,17,8,-9
6091,2019-04-16,24,17,-7
6092,2019-04-16,29,26,-3
6093,2019-04-16,15,14,-1
6094,2019-04-16,36,26,-10
6095,2019-04-16,34,36,2
6096,2019-04-16,18,37,19
6097,2019-04-16,34,17,-17
6098,2019-04-16,21,15,-6
6099,2019-04-16,40,41,1
6100,2019-04-16,137,119,-18
6101,2019-04-16,42,7,-35
6102,2019-04-16,11,14,3
6103,2019-04-16,10,7,-3
6104,2019-04-16,45,55,10
6105,2019-04-16,22,41,19
6106,2019-04-16,15,12,-3
6107,2019-04-16,37,29,-8
6108,2019-04-16,32,44,12
6110,2019-04-16,15,17,2
6111,2019-04-16,19,23,4
6112,2019-04-16,36,48,12
6113,2019-04-16,35,30,-5
6114,2019-04-16,64,93,29
6115,2019-04-16,10,22,12
6116,2019-04-16,25,40,15
6118,2019-04-16,33,40,7
6119,2019-04-16,39,54,15
6120,2019-04-16,22,30,8
6121,2019-04-16,9,16,7
6122,2019-04-16,9,12,3
6123,2019-04-16,14,15,1
6124,2019-04-16,17,32,15
6125,2019-04-16,12,11,-1
6126,2019-04-16,13,19,6
6127,2019-04-16,19,20,1
6128,2019-04-16,11,14,3
6129,2019-04-16,41,30,-11
6130,2019-04-16,18,16,-2
6131,2019-04-16,27,16,-11
6132,2019-04-16,33,29,-4
6133,2019-04-16,28,26,-2
6134,2019-04-16,17,16,-1
6136,2019-04-16,90,43,-47
6137,2019-04-16,39,39,0
6138,2019-04-16,33,44,11
6139,2019-04-16,13,13,0
6140,2019-04-16,40,41,1
6142,2019-04-16,32,23,-9
6143,2019-04-16,44,49,5
6145,2019-04-16,27,20,-7
6146,2019-04-16,27,22,-5
6147,2019-04-16,46,35,-11
6148,2019-04-16,56,35,-21
6149,2019-04-16,32,19,-13
6150,2019-04-16,30,33,3
6151,2019-04-16,40,32,-8
6152,2019-04-16,57,60,3
6153,2019-04-16,22,14,-8
6154,2019-04-16,70,98,28
6155,2019-04-16,62,64,2
6156,2019-04-16,44,54,10
6158,2019-04-16,55,51,-4
6160,2019-04-16,29,32,3
6161,2019-04-16,23,24,1
6163,2019-04-16,50,58,8
6164,2019-04-16,47,63,16
6165,2019-04-16,32,31,-1
6166,2019-04-16,32,26,-6
6167,2019-04-16,22,25,3
6168,2019-04-16,37,22,-15
6169,2019-04-16,69,75,6
6170,2019-04-16,15,14,-1
6171,2019-04-16,20,18,-2
6173,2019-04-16,51,29,-22
6174,2019-04-16,52,50,-2
6175,2019-04-16,50,25,-25
6176,2019-04-16,49,50,1
6177,2019-04-16,38,35,-3
6178,2019-04-16,56,44,-12
6180,2019-04-16,20,26,6
6181,2019-04-16,58,36,-22
6182,2019-04-16,26,21,-5
6183,2019-04-16,29,29,0
6184,2019-04-16,121,105,-16
6186,2019-04-16,52,43,-9
6187,2019-04-16,57,61,4
6188,2019-04-16,24,19,-5
6189,2019-04-16,4,7,3
6190,2019-04-16,94,66,-28
6191,2019-04-16,33,25,-8
6192,2019-04-16,27,22,-5
6193,2019-04-16,53,46,-7
6194,2019-04-16,83,83,0
6195,2019-04-16,45,28,-17
6196,2019-04-16,59,34,-25
6197,2019-04-16,23,23,0
6198,2019-04-16,8,3,-5
6199,2019-04-16,45,32,-13
6200,2019-04-16,40,37,-3
6201,2019-04-16,29,23,-6
6202,2019-04-16,55,47,-8
6203,2019-04-16,43,27,-16
6204,2019-04-16,41,45,4
6205,2019-04-16,49,48,-1
6206,2019-04-16,68,62,-6
6207,2019-04-16,19,22,3
6208,2019-04-16,47,50,3
6209,2019-04-16,62,54,-8
6210,2019-04-16,30,22,-8
6211,2019-04-16,63,62,-1
6212,2019-04-16,35,12,-23
6213,2019-04-16,45,42,-3
6214,2019-04-16,45,37,-8
6215,2019-04-16,26,17,-9
6216,2019-04-16,31,21,-10
6217,2019-04-16,54,35,-19
6218,2019-04-16,28,22,-6
6219,2019-04-16,27,31,4
6220,2019-04-16,64,61,-3
6221,2019-04-16,95,74,-21
6222,2019-04-16,25,23,-2
6223,2019-04-16,44,23,-21
6224,2019-04-16,42,38,-4
6225,2019-04-16,34,20,-14
6226,2019-04-16,8,10,2
6227,2019-04-16,71,67,-4
6228,2019-04-16,16,15,-1
6229,2019-04-16,24,28,4
6230,2019-04-16,42,40,-2
6231,2019-04-16,38,26,-12
6233,2019-04-16,49,42,-7
6234,2019-04-16,37,27,-10
6235,2019-04-16,35,36,1
6236,2019-04-16,35,40,5
6237,2019-04-16,29,28,-1
6240,2019-04-16,8,5,-3
6241,2019-04-16,26,18,-8
6243,2019-04-16,30,28,-2
6245,2019-04-16,28,16,-12
6246,2019-04-16,23,27,4
6247,2019-04-16,30,31,1
6248,2019-04-16,88,58,-30
6249,2019-04-16,19,21,2
6250,2019-04-16,30,33,3
6251,2019-04-16,8,11,3
6252,2019-04-16,21,11,-10
6254,2019-04-16,32,26,-6
6255,2019-04-16,25,31,6
6257,2019-04-16,17,14,-3
6258,2019-04-16,34,26,-8
6259,2019-04-16,16,15,-1
6260,2019-04-16,24,16,-8
6261,2019-04-16,21,22,1
6262,2019-04-16,24,26,2
6263,2019-04-16,19,21,2
6264,2019-04-16,11,17,6
6265,2019-04-16,18,28,10
6266,2019-04-16,13,13,0
6267,2019-04-16,23,25,2
6268,2019-04-16,22,22,0
6269,2019-04-16,16,20,4
6272,2019-04-16,19,17,-2
6273,2019-04-16,21,23,2
6274,2019-04-16,24,23,-1
6275,2019-04-16,20,14,-6
6276,2019-04-16,15,16,1
6277,2019-04-16,25,24,-1
6278,2019-04-16,9,12,3
6279,2019-04-16,20,20,0
6280,2019-04-16,46,34,-12
6301,2019-04-16,10,9,-1
6302,2019-04-16,7,10,3
6303,2019-04-16,11,8,-3
6304,2019-04-16,8,5,-3
6305,2019-04-16,12,10,-2
6306,2019-04-16,40,15,-25
6307,2019-04-16,36,34,-2
6309,2019-04-16,22,17,-5
6310,2019-04-16,33,19,-14
6311,2019-04-16,22,22,0
6312,2019-04-16,4,8,4
6313,2019-04-16,19,26,7
6314,2019-04-16,27,24,-3
6315,2019-04-16,29,15,-14
6316,2019-04-16,21,3,-18
6321,2019-04-16,33,30,-3
6322,2019-04-16,14,11,-3
6323,2019-04-16,4,4,0
6324,2019-04-16,9,7,-2
6328,2019-04-16,33,26,-7
6330,2019-04-16,24,10,-14
6331,2019-04-16,17,10,-7
6332,2019-04-16,15,15,0
6333,2019-04-16,13,9,-4
6334,2019-04-16,26,26,0
6335,2019-04-16,16,19,3
6336,2019-04-16,23,16,-7
6338,2019-04-16,11,18,7
6339,2019-04-16,12,19,7
6340,2019-04-16,14,11,-3
6341,2019-04-16,13,20,7
6343,2019-04-16,20,19,-1
6344,2019-04-16,19,20,1
6345,2019-04-16,10,12,2
6346,2019-04-16,13,5,-8
6347,2019-04-16,13,13,0
6349,2019-04-16,13,12,-1
6350,2019-04-16,17,14,-3
6354,2019-04-16,17,23,6
6355,2019-04-16,12,21,9
6356,2019-04-16,19,10,-9
6357,2019-04-16,5,6,1
6358,2019-04-16,12,7,-5
6359,2019-04-16,28,29,1
6360,2019-04-16,10,11,1
6361,2019-04-16,19,17,-2
6362,2019-04-16,15,13,-2
6363,2019-04-16,18,12,-6
6364,2019-04-16,21,15,-6
6366,2019-04-16,7,4,-3
6367,2019-04-16,12,9,-3
6368,2019-04-16,24,15,-9
6369,2019-04-16,16,20,4
6370,2019-04-16,15,10,-5
6371,2019-04-16,27,28,1
6372,2019-04-16,20,33,13
6373,2019-04-16,17,17,0
6374,2019-04-16,27,23,-4
6375,2019-04-16,24,27,3
6376,2019-04-16,18,12,-6
6377,2019-04-16,11,15,4
6379,2019-04-16,11,17,6
6380,2019-04-16,9,9,0
6381,2019-04-16,9,10,1
6383,2019-04-16,6,7,1
6384,2019-04-16,9,10,1
6385,2019-04-16,25,31,6
6386,2019-04-16,30,35,5
6387,2019-04-16,30,40,10
6388,2019-04-16,9,12,3
6389,2019-04-16,35,20,-15
6391,2019-04-16,19,35,16
6393,2019-04-16,29,24,-5
6394,2019-04-16,26,30,4
6396,2019-04-16,42,47,5
6397,2019-04-16,31,44,13
6401,2019-04-16,35,37,2
6402,2019-04-16,10,14,4
6403,2019-04-16,9,15,6
6404,2019-04-16,3,17,14
6405,2019-04-16,20,24,4
6406,2019-04-16,18,22,4
6407,2019-04-16,11,17,6
6409,2019-04-16,5,8,3
6410,2019-04-16,17,15,-2
6411,2019-04-16,55,52,-3
6412,2019-04-16,5,9,4
6413,2019-04-16,43,44,1
6414,2019-04-16,9,6,-3
6415,2019-04-16,8,8,0
6416,2019-04-16,11,6,-5
6419,2019-04-16,9,11,2
6420,2019-04-16,15,16,1
6421,2019-04-16,21,15,-6
6422,2019-04-16,11,17,6
6423,2019-04-16,14,5,-9
6424,2019-04-16,11,12,1
6425,2019-04-16,10,9,-1
6426,2019-04-16,22,22,0
6427,2019-04-16,27,25,-2
6428,2019-04-16,7,11,4
6429,2019-04-16,12,17,5
6432,2019-04-16,41,40,-1
6433,2019-04-16,20,13,-7
6434,2019-04-16,37,40,3
6435,2019-04-16,19,18,-1
6436,2019-04-16,12,13,1
6502,2019-04-16,7,6,-1
6503,2019-04-16,23,18,-5
6700,2019-04-16,9,18,9
6701,2019-04-16,20,35,15
6702,2019-04-16,12,12,0
6703,2019-04-16,5,5,0
6704,2019-04-16,12,8,-4
6705,2019-04-16,7,8,1
6706,2019-04-16,7,8,1
6707,2019-04-16,17,11,-6
6708,2019-04-16,29,51,22
6709,2019-04-16,13,15,2
6710,2019-04-16,4,5,1
6711,2019-04-16,10,7,-3
6712,2019-04-16,3,3,0
6713,2019-04-16,14,8,-6
6714,2019-04-16,1,1,0
6715,2019-04-16,5,12,7
6716,2019-04-16,3,3,0
6717,2019-04-16,3,5,2
6719,2019-04-16,10,9,-1
6720,2019-04-16,11,15,4
6721,2019-04-16,3,2,-1
6722,2019-04-16,6,4,-2
6723,2019-04-16,10,16,6
6724,2019-04-16,14,23,9
6725,2019-04-16,21,21,0
6726,2019-04-16,2,3,1
6727,2019-04-16,27,33,6
6728,2019-04-16,2,0,-2
6729,2019-04-16,42,59,17
6730,2019-04-16,5,4,-1
6731,2019-04-16,4,4,0
6732,2019-04-16,6,17,11
6733,2019-04-16,11,13,2
6734,2019-04-16,5,13,8
6737,2019-04-16,10,9,-1
6738,2019-04-16,43,36,-7
6739,2019-04-16,2,6,4
6741,2019-04-16,5,4,-1
6742,2019-04-16,15,25,10
6743,2019-04-16,11,7,-4
6744,2019-04-16,12,12,0
6745,2019-04-16,6,7,1
6746,2019-04-16,5,7,2
6747,2019-04-16,23,25,2
6748,2019-04-16,46,64,18
6749,2019-04-16,22,22,0
6753,2019-04-16,14,10,-4
6754,2019-04-16,8,13,5
6901,2019-04-16,20,27,7
6902,2019-04-16,35,38,3
6903,2019-04-16,62,58,-4
6904,2019-04-16,27,29,2
6905,2019-04-16,11,9,-2
6906,2019-04-16,91,61,-30
6907,2019-04-16,18,19,1
6908,2019-04-16,24,18,-6
6910,2019-04-16,47,34,-13
6912,2019-04-16,69,53,-16
6913,2019-04-16,26,33,7
6915,2019-04-16,36,29,-7
6916,2019-04-16,9,9,0
6917,2019-04-16,6,11,5
6918,2019-04-16,10,7,-3
6919,2019-04-16,17,16,-1
6921,2019-04-16,31,34,3
6923,2019-04-16,23,26,3
6924,2019-04-16,13,17,4
6925,2019-04-16,21,15,-6
6926,2019-04-16,25,23,-2
6927,2019-04-16,36,15,-21
6928,2019-04-16,21,4,-17
6929,2019-04-16,23,13,-10
6930,2019-04-16,12,11,-1
7001,2019-04-16,10,9,-1
7002,2019-04-16,11,9,-2
7003,2019-04-16,31,31,0
7004,2019-04-16,3,5,2
7005,2019-04-16,6,4,-2
7006,2019-04-16,9,12,3
7007,2019-04-16,7,7,0
7008,2019-04-16,6,9,3
7009,2019-04-16,24,37,13
7011,2019-04-16,17,21,4
7012,2019-04-16,13,14,1
7013,2019-04-16,9,14,5
7014,2019-04-16,33,22,-11
7015,2019-04-16,3,3,0
7016,2019-04-16,10,10,0
7017,2019-04-16,12,18,6
7018,2019-04-16,10,13,3
7019,2019-04-16,44,32,-12
7020,2019-04-16,7,7,0
7021,2019-04-16,11,15,4
7022,2019-04-16,25,19,-6
7023,2019-04-16,2,6,4
7024,2019-04-16,16,13,-3
7025,2019-04-16,9,18,9
7026,2019-04-16,35,38,3
7027,2019-04-16,10,10,0
7028,2019-04-16,62,47,-15
7029,2019-04-16,25,25,0
7030,2019-04-16,17,27,10
7031,2019-04-16,29,32,3
7032,2019-04-16,84,47,-37
7033,2019-04-16,30,29,-1
7034,2019-04-16,7,9,2
7035,2019-04-16,27,20,-7
7036,2019-04-16,23,17,-6
7037,2019-04-16,28,29,1
7038,2019-04-16,29,29,0
7039,2019-04-16,18,12,-6
7040,2019-04-16,30,30,0
7041,2019-04-16,68,62,-6
7042,2019-04-16,23,23,0
7043,2019-04-16,11,12,1
7045,2019-04-16,8,10,2
7046,2019-04-16,67,43,-24
7047,2019-04-16,51,68,17
7048,2019-04-16,9,13,4
7050,2019-04-16,7,14,7
7051,2019-04-16,3,2,-1
7052,2019-04-16,22,25,3
7053,2019-04-16,19,17,-2
7054,2019-04-16,20,23,3
7055,2019-04-16,9,16,7
7056,2019-04-16,8,14,6
7057,2019-04-16,19,18,-1
7058,2019-04-16,20,24,4
7059,2019-04-16,12,13,1
7060,2019-04-16,12,12,0
7061,2019-04-16,22,18,-4
7062,2019-04-16,22,34,12
7064,2019-04-16,7,11,4
7065,2019-04-16,15,19,4
7066,2019-04-16,17,36,19
7067,2019-04-16,44,48,4
7068,2019-04-16,26,28,2
7069,2019-04-16,24,23,-1
7070,2019-04-16,15,23,8
7071,2019-04-16,22,17,-5
7072,2019-04-16,13,13,0
7073,2019-04-16,17,16,-1
7074,2019-04-16,13,19,6
7076,2019-04-16,27,23,-4
7077,2019-04-16,20,25,5
7078,2019-04-16,11,14,3
7079,2019-04-16,30,35,5
7082,2019-04-16,29,37,8
7083,2019-04-16,23,18,-5
7084,2019-04-16,39,42,3
7090,2019-04-16,4,6,2
7091,2019-04-16,2,6,4
7092,2019-04-16,1,1,0
7093,2019-04-16,1,1,0
7094,2019-04-16,4,6,2
7095,2019-04-16,5,4,-1
7096,2019-04-16,4,4,0
7097,2019-04-16,3,3,0
7102,2019-04-16,2,3,1
7103,2019-04-16,3,3,0
7107,2019-04-16,3,2,-1
7108,2019-04-16,2,1,-1
7109,2019-04-16,6,4,-2
7110,2019-04-16,1,2,1
7111,2019-04-16,1,0,-1
7112,2019-04-16,5,6,1
7113,2019-04-16,31,37,6
7117,2019-04-16,2,1,-1
7118,2019-04-16,3,1,-2
7122,2019-04-16,3,1,-2
7123,2019-04-16,1,1,0
7124,2019-04-16,9,11,2
7125,2019-04-16,5,3,-2
7126,2019-04-16,4,6,2
7127,2019-04-16,19,24,5
7128,2019-04-16,3,2,-1
7129,2019-04-16,6,3,-3
7130,2019-04-16,1,1,0
7131,2019-04-16,1,0,-1
7132,2019-04-16,1,3,2
7133,2019-04-16,1,0,-1
7134,2019-04-16,2,1,-1
7138,2019-04-16,2,1,-1
7139,2019-04-16,19,29,10
7140,2019-04-16,11,10,-1
7141,2019-04-16,6,8,2
7142,2019-04-16,2,6,4
7143,2019-04-16,8,6,-2
7144,2019-04-16,13,15,2
7146,2019-04-16,13,10,-3
7147,2019-04-16,9,10,1
7148,2019-04-16,1,1,0
7149,2019-04-16,2,3,1
10002,2019-04-16,63,61,-2
4000,2019-04-17,31,55,24
4002,2019-04-17,46,42,-4
5002,2019-04-17,2,3,1
5004,2019-04-17,6,3,-3
5006,2019-04-17,4,6,2
5007,2019-04-17,13,19,6
6001,2019-04-17,48,63,15
6002,2019-04-17,24,39,15
6003,2019-04-17,40,56,16
6004,2019-04-17,27,46,19
6006,2019-04-17,17,22,5
6007,2019-04-17,21,24,3
6008,2019-04-17,66,104,38
6009,2019-04-17,37,39,2
6011,2019-04-17,42,46,4
6012,2019-04-17,97,158,61
6013,2019-04-17,53,63,10
6014,2019-04-17,33,38,5
6015,2019-04-17,128,207,79
6016,2019-04-17,11,10,-1
6017,2019-04-17,21,39,18
6018,2019-04-17,30,42,12
6019,2019-04-17,96,69,-27
6020,2019-04-17,47,72,25
6021,2019-04-17,58,41,-17
6022,2019-04-17,40,45,5
6023,2019-04-17,63,91,28
6025,2019-04-17,30,30,0
6026,2019-04-17,84,114,30
6027,2019-04-17,104,102,-2
6029,2019-04-17,16,22,6
6031,2019-04-17,23,30,7
6032,2019-04-17,34,101,67
6033,2019-04-17,15,9,-6
6034,2019-04-17,20,59,39
6035,2019-04-17,22,22,0
6036,2019-04-17,97,125,28
6037,2019-04-17,29,30,1
6038,2019-04-17,54,56,2
6039,2019-04-17,54,69,15
6040,2019-04-17,33,51,18
6041,2019-04-17,44,45,1
6042,2019-04-17,77,79,2
6043,2019-04-17,66,179,113
6044,2019-04-17,34,32,-2
6046,2019-04-17,69,54,-15
6047,2019-04-17,46,24,-22
6048,2019-04-17,30,29,-1
6049,2019-04-17,62,67,5
6051,2019-04-17,34,22,-12
6052,2019-04-17,115,135,20
6053,2019-04-17,88,110,22
6057,2019-04-17,61,47,-14
6058,2019-04-17,71,68,-3
6059,2019-04-17,51,49,-2
